index,GhoCode,GhoDisplay,PublishStateCode,PublishStateDisplay,YearCode,YearDisplay,RegionCode,RegionDisplay,WorldBankIncomeGroupGroupCode,WorldBankIncomeGroupDisplay,CountryCode,CountryDisplay,SexCode,SexDisplay,DisplayValue,Numeric
1994,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,BEL,Belgium,MLE,Male,68,68.5
1995,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,SEAR,South_East Asia,WB_LMI,Lower_middle_income,BTN,Bhutan,FMLE,Female,69,69.0
1996,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_LI,Low_income,MWI,Malawi,BTSX,Both sexes,44,44.0
1997,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,WB_UMI,Upper_middle_income,SYC,Seychelles,BTSX,Both sexes,67,66.7
1998,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AMR,Americas,,,JAM,Jamaica,MLE,Male,20,19.77317
1999,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_LMI,Lower_middle_income,BLZ,Belize,MLE,Male,59,59.5
2000,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LMI,Lower_middle_income,CMR,Cameroon,MLE,Male,48,47.5
2001,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,AUT,Austria,BTSX,Both sexes,81,81.0
2002,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,WPR,Western Pacific,WB_UMI,Upper_middle_income,PLW,Palau,BTSX,Both sexes,18,18.0
2003,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,,,ARE,United Arab Emirates,FMLE,Female,20,20.38553
2004,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LMI,Lower_middle_income,CIV,Côte d'Ivoire,FMLE,Female,46,45.9
2005,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_HI,High_income,LUX,Luxembourg,BTSX,Both sexes,78,78.0
2006,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LI,Low_income,UGA,Uganda,BTSX,Both sexes,15,15.0
2007,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AMR,Americas,,,CAN,Canada,FMLE,Female,84,84.01681
2008,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,WB_LI,Low_income,GIN,Guinea,FMLE,Female,50,50.2
2009,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,WB_LMI,Lower_middle_income,CHN,China,FMLE,Female,66,65.9
2010,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,SEN,Senegal,MLE,Male,54,54.5
2011,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,DZA,Algeria,BTSX,Both sexes,18,17.8669
2012,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AMR,Americas,WB_UMI,Upper_middle_income,VEN,Venezuela (Bolivarian Republic of),FMLE,Female,20,20.0
2013,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,TZA,United Republic of Tanzania,FMLE,Female,18,18.33063
2014,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_UMI,Upper_middle_income,CHL,Chile,MLE,Male,20,20.0
2015,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,WB_LI,Low_income,RWA,Rwanda,MLE,Male,55,54.6
2016,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,MDG,Madagascar,BTSX,Both sexes,64,64.0
2017,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,CPV,Cabo Verde,BTSX,Both sexes,20,19.93067
2018,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EMR,Eastern Mediterranean,WB_HI,High_income,ARE,United Arab Emirates,FMLE,Female,75,75.0
2019,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_HI,High_income,CYP,Cyprus,FMLE,Female,22,22.0
2020,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,WB_HI,High_income,ATG,Antigua and Barbuda,MLE,Male,70,70.0
2021,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_HI,High_income,MCO,Monaco,BTSX,Both sexes,22,22.0
2022,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,IRN,Iran (Islamic Republic of),BTSX,Both sexes,20,20.0
2023,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,PAK,Pakistan,FMLE,Female,57,57.3
2024,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_LI,Low_income,KGZ,Kyrgyzstan,FMLE,Female,64,63.5
2025,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_UMI,Upper_middle_income,RUS,Russian Federation,FMLE,Female,66,65.6
2026,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,DJI,Djibouti,MLE,Male,55,55.0
2027,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_HI,High_income,SWE,Sweden,BTSX,Both sexes,21,21.0
2028,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,WB_UMI,Upper_middle_income,COL,Colombia,BTSX,Both sexes,71,71.0
2029,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_LMI,Lower_middle_income,GUY,Guyana,BTSX,Both sexes,54,54.5
2030,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_UMI,Upper_middle_income,ZAF,South Africa,FMLE,Female,66,66.0
2031,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,AND,Andorra,FMLE,Female,28,27.65348
2032,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,WPR,Western Pacific,WB_HI,High_income,BRN,Brunei Darussalam,FMLE,Female,69,69.2
2033,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_HI,High_income,BHS,Bahamas,MLE,Male,19,19.0
2034,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_HI,High_income,AUT,Austria,BTSX,Both sexes,21,21.0
2035,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LI,Low_income,NER,Niger,BTSX,Both sexes,15,15.0
2036,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,GRC,Greece,FMLE,Female,26,25.9145
2037,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_UMI,Upper_middle_income,ZAF,South Africa,FMLE,Female,53,53.4
2038,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,BEL,Belgium,MLE,Male,21,21.0
2039,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,WPR,Western Pacific,WB_LI,Low_income,NIU,Niue,FMLE,Female,78,78.0
2040,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,BEN,Benin,MLE,Male,57,57.44178
2041,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AMR,Americas,,,VEN,Venezuela (Bolivarian Republic of),BTSX,Both sexes,23,23.05928
2042,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,WB_HI,High_income,ISR,Israel,BTSX,Both sexes,72,72.2
2043,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,WB_HI,High_income,BRN,Brunei Darussalam,FMLE,Female,75,75.0
2044,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AMR,Americas,,,VEN,Venezuela (Bolivarian Republic of),FMLE,Female,25,24.50222
2045,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EMR,Eastern Mediterranean,WB_HI,High_income,QAT,Qatar,FMLE,Female,20,20.0
2046,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,WPR,Western Pacific,WB_UMI,Upper_middle_income,PLW,Palau,FMLE,Female,19,19.0
2047,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_UMI,Upper_middle_income,VCT,Saint Vincent and the Grenadines,MLE,Male,18,18.0
2048,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_UMI,Upper_middle_income,BRA,Brazil,BTSX,Both sexes,21,21.0
2049,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,LSO,Lesotho,BTSX,Both sexes,16,16.19046
2050,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_LMI,Lower_middle_income,ALB,Albania,FMLE,Female,18,18.0
2051,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LMI,Lower_middle_income,CMR,Cameroon,FMLE,Female,16,16.0
2052,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_UMI,Upper_middle_income,URY,Uruguay,FMLE,Female,24,24.0
2053,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,SEAR,South_East Asia,,,IDN,Indonesia,MLE,Male,17,16.69064
2054,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,AND,Andorra,FMLE,Female,86,85.83038
2055,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_UMI,Upper_middle_income,MUS,Mauritius,MLE,Male,60,60.0
2056,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,NLD,Netherlands,BTSX,Both sexes,81,81.0
2057,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_HI,High_income,SWE,Sweden,BTSX,Both sexes,23,23.0
2058,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,EMR,Eastern Mediterranean,WB_LI,Low_income,SOM,Somalia,FMLE,Female,16,16.0
2059,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,WB_HI,High_income,BRN,Brunei Darussalam,FMLE,Female,69,69.4
2060,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,,,MYS,Malaysia,MLE,Male,18,17.80902
2061,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,WB_LMI,Lower_middle_income,TON,Tonga,MLE,Male,64,64.4
2062,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_HI,High_income,BHR,Bahrain,FMLE,Female,21,21.0
2063,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LI,Low_income,MWI,Malawi,FMLE,Female,15,15.0
2064,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,WB_HI,High_income,CHE,Switzerland,FMLE,Female,74,73.9
2065,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,WB_HI,High_income,CAN,Canada,MLE,Male,74,74.0
2066,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,WB_HI,High_income,JPN,Japan,MLE,Male,78,78.0
2067,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_UMI,Upper_middle_income,DMA,Dominica,BTSX,Both sexes,63,63.2
2068,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,COM,Comoros,FMLE,Female,63,63.0
2069,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,,,WSM,Samoa,MLE,Male,16,16.41267
2070,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,WB_HI,High_income,IRL,Ireland,MLE,Male,69,69.4
2071,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,WB_HI,High_income,KOR,Republic of Korea,MLE,Male,70,70.1
2072,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_LMI,Lower_middle_income,CIV,Côte d'Ivoire,BTSX,Both sexes,15,15.0
2073,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,,,SAU,Saudi Arabia,BTSX,Both sexes,19,19.20801
2074,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_HI,High_income,GRC,Greece,BTSX,Both sexes,69,69.0
2075,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,,,KHM,Cambodia,FMLE,Female,25,25.02837
2076,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_LI,Low_income,MRT,Mauritania,FMLE,Female,51,51.5
2077,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EMR,Eastern Mediterranean,WB_HI,High_income,OMN,Oman,MLE,Male,66,66.0
2078,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_UMI,Upper_middle_income,BRA,Brazil,MLE,Male,19,19.0
2079,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,MOZ,Mozambique,BTSX,Both sexes,16,16.47116
2080,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,CYP,Cyprus,BTSX,Both sexes,82,81.88437
2081,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,SEAR,South_East Asia,WB_LMI,Lower_middle_income,IND,India,FMLE,Female,18,18.0
2082,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,WB_UMI,Upper_middle_income,BRA,Brazil,MLE,Male,63,63.0
2083,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_UMI,Upper_middle_income,LTU,Lithuania,MLE,Male,16,16.0
2084,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_UMI,Upper_middle_income,VEN,Venezuela (Bolivarian Republic of),MLE,Male,63,63.1
2085,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,AUT,Austria,BTSX,Both sexes,70,70.4
2086,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,ERI,Eritrea,FMLE,Female,66,66.31112
2087,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,,,JOR,Jordan,MLE,Male,72,72.33427
2088,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,SEAR,South_East Asia,WB_LMI,Lower_middle_income,IDN,Indonesia,BTSX,Both sexes,67,67.0
2089,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AMR,Americas,,,URY,Uruguay,BTSX,Both sexes,77,77.43123
2090,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_UMI,Upper_middle_income,BWA,Botswana,BTSX,Both sexes,52,52.5
2091,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AMR,Americas,WB_UMI,Upper_middle_income,GRD,Grenada,FMLE,Female,20,20.0
2092,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_LMI,Lower_middle_income,GEO,Georgia,MLE,Male,17,17.0
2093,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_LI,Low_income,AFG,Afghanistan,BTSX,Both sexes,16,16.0
2094,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,,,MHL,Marshall Islands,BTSX,Both sexes,70,70.39505
2095,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,WB_HI,High_income,AUS,Australia,FMLE,Female,23,23.0
2096,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,LSO,Lesotho,FMLE,Female,52,52.24315
2097,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_HI,High_income,SVN,Slovenia,FMLE,Female,78,78.0
2098,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_LI,Low_income,KEN,Kenya,FMLE,Female,53,53.0
2099,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,MNE,Montenegro,FMLE,Female,21,21.35165
2100,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_UMI,Upper_middle_income,ARG,Argentina,FMLE,Female,69,69.0
2101,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_HI,High_income,ESP,Spain,MLE,Male,68,68.0
2102,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_HI,High_income,CAN,Canada,BTSX,Both sexes,25,25.0
2103,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LI,Low_income,BEN,Benin,BTSX,Both sexes,53,53.0
2104,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_UMI,Upper_middle_income,ARG,Argentina,BTSX,Both sexes,21,21.0
2105,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_UMI,Upper_middle_income,LTU,Lithuania,BTSX,Both sexes,19,19.0
2106,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_HI,High_income,PRT,Portugal,FMLE,Female,23,23.0
2107,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,TUN,Tunisia,FMLE,Female,67,67.3
2108,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,MCO,Monaco,MLE,Male,79,79.0
2109,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,,,BHR,Bahrain,MLE,Male,76,76.38251
2110,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_HI,High_income,OMN,Oman,MLE,Male,65,65.0
2111,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,BFA,Burkina Faso,FMLE,Female,15,15.44784
2112,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,WB_UMI,Upper_middle_income,BLR,Belarus,FMLE,Female,68,67.8
2113,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,RWA,Rwanda,MLE,Male,17,17.0
2114,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,SEAR,South_East Asia,,,THA,Thailand,BTSX,Both sexes,75,75.00789
2115,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_HI,High_income,ATG,Antigua and Barbuda,FMLE,Female,20,20.0
2116,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,SMR,San Marino,FMLE,Female,25,25.0
2117,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,WB_LMI,Lower_middle_income,KIR,Kiribati,MLE,Male,56,56.0
2118,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,GBR,United Kingdom of Great Britain and Northern Ireland,BTSX,Both sexes,24,24.00066
2119,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,WB_LMI,Lower_middle_income,TON,Tonga,FMLE,Female,19,19.0
2120,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,MOZ,Mozambique,FMLE,Female,46,45.7
2121,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,ISL,Iceland,MLE,Male,72,71.5
2122,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_UMI,Upper_middle_income,ZAF,South Africa,BTSX,Both sexes,16,16.0
2123,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,WB_HI,High_income,BRN,Brunei Darussalam,MLE,Male,19,19.0
2124,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AMR,Americas,WB_UMI,Upper_middle_income,CRI,Costa Rica,FMLE,Female,22,22.0
2125,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_HI,High_income,SVN,Slovenia,MLE,Male,17,17.0
2126,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,COM,Comoros,MLE,Male,15,15.0
2127,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LI,Low_income,SLE,Sierra Leone,MLE,Male,38,38.0
2128,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,CAF,Central African Republic,BTSX,Both sexes,43,43.1
2129,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,PRT,Portugal,FMLE,Female,84,84.0
2130,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,IRQ,Iraq,FMLE,Female,71,71.0
2131,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_LMI,Lower_middle_income,SWZ,Swaziland,FMLE,Female,49,49.0
2132,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_UMI,Upper_middle_income,DZA,Algeria,FMLE,Female,71,71.0
2133,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,HUN,Hungary,MLE,Male,71,71.39877
2134,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,WB_LI,Low_income,GHA,Ghana,MLE,Male,53,53.5
2135,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_UMI,Upper_middle_income,VEN,Venezuela (Bolivarian Republic of),BTSX,Both sexes,66,66.0
2136,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_UMI,Upper_middle_income,SUR,Suriname,FMLE,Female,24,24.0
2137,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,PRT,Portugal,FMLE,Female,84,84.17118
2138,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,SEAR,South_East Asia,,,BGD,Bangladesh,FMLE,Female,72,71.83455
2139,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,AMR,Americas,WB_HI,High_income,USA,United States of America,MLE,Male,68,67.6
2140,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,ZWE,Zimbabwe,BTSX,Both sexes,18,18.0
2141,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,CIV,Côte d'Ivoire,BTSX,Both sexes,16,15.58858
2142,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_UMI,Upper_middle_income,SYC,Seychelles,FMLE,Female,21,21.0
2143,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,CAF,Central African Republic,MLE,Male,50,50.42319
2144,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_UMI,Upper_middle_income,KNA,Saint Kitts and Nevis,MLE,Male,61,60.6
2145,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,SEAR,South_East Asia,,,BGD,Bangladesh,BTSX,Both sexes,18,18.35459
2146,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AMR,Americas,,,HTI,Haiti,MLE,Male,16,16.37389
2147,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_HI,High_income,ATG,Antigua and Barbuda,BTSX,Both sexes,73,73.0
